attendance,test_score,assignment_submitted,label,name,batch,prediction_result,confidence,risk_percentage,performance_score,probabilities,score_breakdown,strengths,weaknesses,suggestions,category
53.3,51.9,5.4,Average,Unknown,Unknown,Average,99.1,0.8,52.88,"{'Weak': 0.8, 'Average': 99.1, 'Strong': 0.1}","{'attendance_contribution': 21.32, 'test_score_contribution': 20.76, 'assignment_submitted_contribution': 10.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
39.6,10.5,5.8,Weak,Unknown,Unknown,Weak,97.4,97.4,31.64,"{'Weak': 97.4, 'Average': 2.6, 'Strong': 0.0}","{'attendance_contribution': 15.84, 'test_score_contribution': 4.2, 'assignment_submitted_contribution': 11.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Weak
58.2,80.8,6.4,Strong,Unknown,Unknown,Strong,94.3,0.0,68.4,"{'Weak': 0.0, 'Average': 5.7, 'Strong': 94.3}","{'attendance_contribution': 23.28, 'test_score_contribution': 32.32, 'assignment_submitted_contribution': 12.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Strong
86.4,39.8,7.6,Average,Unknown,Unknown,Average,99.8,0.1,65.68,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 34.56, 'test_score_contribution': 15.92, 'assignment_submitted_contribution': 15.2}","['Good attendance (75-89%) — keep it consistent.', 'Good assignment submission rate (7/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
68.7,89.1,1.6,Average,Unknown,Unknown,Average,99.4,0.1,66.32,"{'Weak': 0.1, 'Average': 99.4, 'Strong': 0.4}","{'attendance_contribution': 27.48, 'test_score_contribution': 35.64, 'assignment_submitted_contribution': 3.2}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (1/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
82.4,43.6,5.6,Average,Unknown,Unknown,Average,99.8,0.1,61.6,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.2}","{'attendance_contribution': 32.96, 'test_score_contribution': 17.44, 'assignment_submitted_contribution': 11.2}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
57.9,60.9,5.3,Average,Unknown,Unknown,Average,99.6,0.3,58.12,"{'Weak': 0.3, 'Average': 99.6, 'Strong': 0.1}","{'attendance_contribution': 23.16, 'test_score_contribution': 24.36, 'assignment_submitted_contribution': 10.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
67.0,34.3,9.3,Average,Unknown,Unknown,Average,99.6,0.1,59.12,"{'Weak': 0.1, 'Average': 99.6, 'Strong': 0.3}","{'attendance_contribution': 26.8, 'test_score_contribution': 13.72, 'assignment_submitted_contribution': 18.6}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.']",Average
35.9,24.5,5.4,Weak,Unknown,Unknown,Weak,96.7,96.7,34.96,"{'Weak': 96.7, 'Average': 3.3, 'Strong': 0.0}","{'attendance_contribution': 14.36, 'test_score_contribution': 9.8, 'assignment_submitted_contribution': 10.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Weak
76.1,79.7,5.2,Strong,Unknown,Unknown,Strong,95.1,0.0,72.72,"{'Weak': 0.0, 'Average': 4.8, 'Strong': 95.1}","{'attendance_contribution': 30.44, 'test_score_contribution': 31.88, 'assignment_submitted_contribution': 10.4}","['Good attendance (75-89%) — keep it consistent.', 'Above-average test performance (65-79).']",['Moderate assignment submissions (5/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Strong
28.2,54.7,9.7,Average,Unknown,Unknown,Average,99.8,0.1,52.56,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 11.28, 'test_score_contribution': 21.88, 'assignment_submitted_contribution': 19.4}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
72.5,58.3,5.1,Average,Unknown,Unknown,Average,99.2,0.1,62.52,"{'Weak': 0.1, 'Average': 99.2, 'Strong': 0.7}","{'attendance_contribution': 29.0, 'test_score_contribution': 23.32, 'assignment_submitted_contribution': 10.2}",[],"['Below-target attendance (60-74%).', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (5/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
87.5,96.9,2.6,Strong,Unknown,Unknown,Strong,99.2,0.0,78.96,"{'Weak': 0.0, 'Average': 0.8, 'Strong': 99.2}","{'attendance_contribution': 35.0, 'test_score_contribution': 38.76, 'assignment_submitted_contribution': 5.2}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Very few assignments submitted (2/10) — critical gap.'],['Submit assignments immediately; this severely affects your overall performance.'],Strong
21.9,96.7,3.0,Average,Unknown,Unknown,Average,99.9,0.1,53.44,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 8.76, 'test_score_contribution': 38.68, 'assignment_submitted_contribution': 6.0}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
65.3,87.0,1.9,Average,Unknown,Unknown,Average,99.9,0.0,64.72,"{'Weak': 0.0, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 26.12, 'test_score_contribution': 34.8, 'assignment_submitted_contribution': 3.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (1/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
18.6,26.9,1.0,Average,Unknown,Unknown,Average,97.8,2.2,20.2,"{'Weak': 2.2, 'Average': 97.8, 'Strong': 0.0}","{'attendance_contribution': 7.44, 'test_score_contribution': 10.76, 'assignment_submitted_contribution': 2.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
75.3,63.5,4.9,Average,Unknown,Unknown,Average,97.2,0.0,65.32,"{'Weak': 0.0, 'Average': 97.2, 'Strong': 2.8}","{'attendance_contribution': 30.12, 'test_score_contribution': 25.4, 'assignment_submitted_contribution': 9.8}",['Good attendance (75-89%) — keep it consistent.'],"['Average test score (50-64) — needs improvement.', 'Low assignment submissions (4/10) — impacting overall score.']","['Practice past papers and revise weak topics regularly.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
17.6,89.0,7.9,Average,Unknown,Unknown,Average,99.9,0.0,58.44,"{'Weak': 0.0, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 7.04, 'test_score_contribution': 35.6, 'assignment_submitted_contribution': 15.8}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (7/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
94.2,43.7,7.6,Average,Unknown,Unknown,Average,99.8,0.1,70.36,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 37.68, 'test_score_contribution': 17.48, 'assignment_submitted_contribution': 15.2}","['Outstanding attendance (>=90%) — excellent commitment.', 'Good assignment submission rate (7/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
22.4,19.1,1.3,Weak,Unknown,Unknown,Weak,99.3,99.3,19.2,"{'Weak': 99.3, 'Average': 0.7, 'Strong': 0.0}","{'attendance_contribution': 8.96, 'test_score_contribution': 7.64, 'assignment_submitted_contribution': 2.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
96.3,83.0,6.1,Strong,Unknown,Unknown,Strong,99.3,0.0,83.92,"{'Weak': 0.0, 'Average': 0.7, 'Strong': 99.3}","{'attendance_contribution': 38.52, 'test_score_contribution': 33.2, 'assignment_submitted_contribution': 12.2}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Moderate assignment submissions (6/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Strong
82.1,53.4,2.4,Average,Unknown,Unknown,Average,99.6,0.3,59.0,"{'Weak': 0.3, 'Average': 99.6, 'Strong': 0.1}","{'attendance_contribution': 32.84, 'test_score_contribution': 21.36, 'assignment_submitted_contribution': 4.8}",['Good attendance (75-89%) — keep it consistent.'],"['Average test score (50-64) — needs improvement.', 'Very few assignments submitted (2/10) — critical gap.']","['Practice past papers and revise weak topics regularly.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
63.4,60.8,9.5,Average,Unknown,Unknown,Average,97.4,0.1,68.68,"{'Weak': 0.1, 'Average': 97.4, 'Strong': 2.5}","{'attendance_contribution': 25.36, 'test_score_contribution': 24.32, 'assignment_submitted_contribution': 19.0}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Below-target attendance (60-74%).', 'Average test score (50-64) — needs improvement.']","['Aim for >=75% attendance to stay on track.', 'Practice past papers and revise weak topics regularly.']",Average
80.4,98.4,2.5,Average,Unknown,Unknown,Average,97.9,0.1,76.52,"{'Weak': 0.1, 'Average': 97.9, 'Strong': 2.0}","{'attendance_contribution': 32.16, 'test_score_contribution': 39.36, 'assignment_submitted_contribution': 5.0}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Very few assignments submitted (2/10) — critical gap.'],['Submit assignments immediately; this severely affects your overall performance.'],Average
81.6,64.6,6.6,Strong,Unknown,Unknown,Strong,94.1,0.0,71.68,"{'Weak': 0.0, 'Average': 5.9, 'Strong': 94.1}","{'attendance_contribution': 32.64, 'test_score_contribution': 25.84, 'assignment_submitted_contribution': 13.2}",['Good attendance (75-89%) — keep it consistent.'],"['Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Strong
95.1,48.2,3.9,Average,Unknown,Unknown,Average,99.8,0.0,65.12,"{'Weak': 0.0, 'Average': 99.8, 'Strong': 0.2}","{'attendance_contribution': 38.04, 'test_score_contribution': 19.28, 'assignment_submitted_contribution': 7.8}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
32.8,43.3,6.8,Average,Unknown,Unknown,Average,98.1,1.9,44.04,"{'Weak': 1.9, 'Average': 98.1, 'Strong': 0.0}","{'attendance_contribution': 13.12, 'test_score_contribution': 17.32, 'assignment_submitted_contribution': 13.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
